ola,fecha_aprox,marca,brand_id,metrica,valor,n_total,es_kavak
Ola 1,2021-Q4,KAVAK,1,Brand_Affinity_Media,7.71,204,True
Ola 1,2021-Q4,KAVAK,1,Brand_Affinity_Top2box,43.63,204,True
Ola 1,2021-Q4,KAVAK,1,Experiencia_Compra_Pasada,17.33,600,True
Ola 1,2021-Q4,KAVAK,1,Experiencia_Venta_Pasada,13.67,600,True
Ola 1,2021-Q4,Segunda Mano Autos Usados,2,Top_of_Mind,15.0,600,False
Ola 1,2021-Q4,Segunda Mano Autos Usados,2,Awareness_Espontanea,38.33,600,False
Ola 1,2021-Q4,Segunda Mano Autos Usados,2,Awareness_Asistida,77.33,600,False
Ola 1,2021-Q4,Segunda Mano Autos Usados,2,Consideracion,25.0,600,False
Ola 1,2021-Q4,Segunda Mano Autos Usados,2,Intencion_Compra_1a,5.5,600,False
Ola 1,2021-Q4,Segunda Mano Autos Usados,2,Intencion_Compra_Total,11.0,600,False
Ola 1,2021-Q4,Segunda Mano Autos Usados,2,Experiencia_Compra_Pasada,39.5,600,False
Ola 1,2021-Q4,Segunda Mano Autos Usados,2,Experiencia_Venta_Pasada,25.83,600,False
Ola 1,2021-Q4,Mercado Libre,3,Top_of_Mind,16.67,600,False
Ola 1,2021-Q4,Mercado Libre,3,Awareness_Espontanea,45.33,600,False
Ola 1,2021-Q4,Mercado Libre,3,Awareness_Asistida,82.33,600,False
Ola 1,2021-Q4,Mercado Libre,3,Consideracion,23.0,600,False
Ola 1,2021-Q4,Mercado Libre,3,Intencion_Compra_1a,4.5,600,False
Ola 1,2021-Q4,Mercado Libre,3,Intencion_Compra_Total,10.67,600,False
Ola 1,2021-Q4,Mercado Libre,3,Experiencia_Compra_Pasada,47.0,600,False
Ola 1,2021-Q4,Mercado Libre,3,Experiencia_Venta_Pasada,32.83,600,False
Ola 1,2021-Q4,CarShop,4,Top_of_Mind,0.0,600,False
Ola 1,2021-Q4,CarShop,4,Awareness_Espontanea,0.17,600,False
Ola 1,2021-Q4,CarShop,4,Awareness_Asistida,12.0,600,False
Ola 1,2021-Q4,CarShop,4,Consideracion,1.83,600,False
Ola 1,2021-Q4,CarShop,4,Intencion_Compra_1a,0.33,600,False
Ola 1,2021-Q4,CarShop,4,Intencion_Compra_Total,1.0,600,False
Ola 1,2021-Q4,CarShop,4,Experiencia_Compra_Pasada,3.5,600,False
Ola 1,2021-Q4,CarShop,4,Experiencia_Venta_Pasada,2.17,600,False
Ola 1,2021-Q4,Vivanuncios,5,Top_of_Mind,1.5,600,False
Ola 1,2021-Q4,Vivanuncios,5,Awareness_Espontanea,9.5,600,False
Ola 1,2021-Q4,Vivanuncios,5,Awareness_Asistida,58.83,600,False
Ola 1,2021-Q4,Vivanuncios,5,Consideracion,10.0,600,False
Ola 1,2021-Q4,Vivanuncios,5,Intencion_Compra_1a,1.5,600,False
Ola 1,2021-Q4,Vivanuncios,5,Intencion_Compra_Total,5.17,600,False
Ola 1,2021-Q4,Vivanuncios,5,Experiencia_Compra_Pasada,21.17,600,False
Ola 1,2021-Q4,Vivanuncios,5,Experiencia_Venta_Pasada,12.33,600,False
Ola 1,2021-Q4,Trovit,6,Top_of_Mind,0.17,600,False
Ola 1,2021-Q4,Trovit,6,Awareness_Espontanea,0.5,600,False
Ola 1,2021-Q4,Trovit,6,Awareness_Asistida,25.0,600,False
Ola 1,2021-Q4,Trovit,6,Consideracion,2.5,600,False
Ola 1,2021-Q4,Trovit,6,Intencion_Compra_1a,,600,False
Ola 1,2021-Q4,Trovit,6,Intencion_Compra_Total,1.83,600,False
Ola 1,2021-Q4,Trovit,6,Experiencia_Compra_Pasada,6.83,600,False
Ola 1,2021-Q4,Trovit,6,Experiencia_Venta_Pasada,3.0,600,False
Ola 1,2021-Q4,VendeTuAuto.com,7,Top_of_Mind,1.17,600,False
Ola 1,2021-Q4,VendeTuAuto.com,7,Awareness_Espontanea,3.83,600,False
Ola 1,2021-Q4,VendeTuAuto.com,7,Awareness_Asistida,33.5,600,False
Ola 1,2021-Q4,VendeTuAuto.com,7,Consideracion,7.17,600,False
Ola 1,2021-Q4,VendeTuAuto.com,7,Intencion_Compra_1a,1.67,600,False
Ola 1,2021-Q4,VendeTuAuto.com,7,Intencion_Compra_Total,4.33,600,False
Ola 1,2021-Q4,VendeTuAuto.com,7,Experiencia_Compra_Pasada,12.5,600,False
Ola 1,2021-Q4,VendeTuAuto.com,7,Experiencia_Venta_Pasada,8.67,600,False
Ola 1,2021-Q4,Lotes de autos usados,8,Top_of_Mind,0.33,600,False
Ola 1,2021-Q4,Lotes de autos usados,8,Awareness_Espontanea,5.33,600,False
Ola 1,2021-Q4,Lotes de autos usados,8,Awareness_Asistida,46.0,600,False
Ola 1,2021-Q4,Lotes de autos usados,8,Consideracion,15.67,600,False
Ola 1,2021-Q4,Lotes de autos usados,8,Intencion_Compra_1a,1.0,600,False
Ola 1,2021-Q4,Lotes de autos usados,8,Intencion_Compra_Total,6.17,600,False
Ola 1,2021-Q4,Lotes de autos usados,8,Experiencia_Compra_Pasada,16.33,600,False
Ola 1,2021-Q4,Lotes de autos usados,8,Experiencia_Venta_Pasada,9.67,600,False
Ola 1,2021-Q4,Seminuevos (Agencias),9,Top_of_Mind,0.83,600,False
Ola 1,2021-Q4,Seminuevos (Agencias),9,Awareness_Espontanea,4.67,600,False
Ola 1,2021-Q4,Seminuevos (Agencias),9,Awareness_Asistida,67.5,600,False
Ola 1,2021-Q4,Seminuevos (Agencias),9,Consideracion,31.33,600,False
Ola 1,2021-Q4,Seminuevos (Agencias),9,Intencion_Compra_1a,6.5,600,False
Ola 1,2021-Q4,Seminuevos (Agencias),9,Intencion_Compra_Total,12.83,600,False
Ola 1,2021-Q4,Seminuevos (Agencias),9,Experiencia_Compra_Pasada,39.67,600,False
Ola 1,2021-Q4,Seminuevos (Agencias),9,Experiencia_Venta_Pasada,33.33,600,False
Ola 1,2021-Q4,Clasificados periódicos,10,Top_of_Mind,0.33,600,False
Ola 1,2021-Q4,Clasificados periódicos,10,Awareness_Espontanea,3.33,600,False
Ola 1,2021-Q4,Clasificados periódicos,10,Awareness_Asistida,45.5,600,False
Ola 1,2021-Q4,Clasificados periódicos,10,Consideracion,10.5,600,False
Ola 1,2021-Q4,Clasificados periódicos,10,Intencion_Compra_1a,1.17,600,False
Ola 1,2021-Q4,Clasificados periódicos,10,Intencion_Compra_Total,4.83,600,False
Ola 1,2021-Q4,Clasificados periódicos,10,Experiencia_Compra_Pasada,19.33,600,False
Ola 1,2021-Q4,Clasificados periódicos,10,Experiencia_Venta_Pasada,9.67,600,False
Ola 1,2021-Q4,Autocosmos.com,11,Top_of_Mind,1.17,600,False
Ola 1,2021-Q4,Autocosmos.com,11,Awareness_Espontanea,8.17,600,False
Ola 1,2021-Q4,Autocosmos.com,11,Awareness_Asistida,27.67,600,False
Ola 1,2021-Q4,Autocosmos.com,11,Consideracion,5.5,600,False
Ola 1,2021-Q4,Autocosmos.com,11,Intencion_Compra_1a,0.5,600,False
Ola 1,2021-Q4,Autocosmos.com,11,Intencion_Compra_Total,2.5,600,False
Ola 1,2021-Q4,Autocosmos.com,11,Experiencia_Compra_Pasada,11.83,600,False
Ola 1,2021-Q4,Autocosmos.com,11,Experiencia_Venta_Pasada,7.33,600,False
Ola 1,2021-Q4,Mercado/Tianguis,12,Top_of_Mind,2.33,600,False
Ola 1,2021-Q4,Mercado/Tianguis,12,Awareness_Espontanea,10.0,600,False
Ola 1,2021-Q4,Mercado/Tianguis,12,Awareness_Asistida,51.5,600,False
Ola 1,2021-Q4,Mercado/Tianguis,12,Consideracion,21.67,600,False
Ola 1,2021-Q4,Mercado/Tianguis,12,Intencion_Compra_1a,2.0,600,False
Ola 1,2021-Q4,Mercado/Tianguis,12,Intencion_Compra_Total,6.17,600,False
Ola 1,2021-Q4,Mercado/Tianguis,12,Experiencia_Compra_Pasada,17.33,600,False
Ola 1,2021-Q4,Mercado/Tianguis,12,Experiencia_Venta_Pasada,11.67,600,False
Ola 1,2021-Q4,Trato directo,13,Top_of_Mind,0.83,600,False
Ola 1,2021-Q4,Trato directo,13,Awareness_Espontanea,4.33,600,False
Ola 1,2021-Q4,Trato directo,13,Awareness_Asistida,36.67,600,False
Ola 1,2021-Q4,Trato directo,13,Consideracion,21.17,600,False
Ola 1,2021-Q4,Trato directo,13,Intencion_Compra_1a,4.83,600,False
Ola 1,2021-Q4,Trato directo,13,Intencion_Compra_Total,8.83,600,False
Ola 1,2021-Q4,Trato directo,13,Experiencia_Compra_Pasada,12.5,600,False
Ola 1,2021-Q4,Trato directo,13,Experiencia_Venta_Pasada,8.67,600,False
Ola 1,2021-Q4,Cambiauto.mx,14,Top_of_Mind,0.0,600,False
Ola 1,2021-Q4,Cambiauto.mx,14,Awareness_Espontanea,0.0,600,False
Ola 1,2021-Q4,Cambiauto.mx,14,Awareness_Asistida,15.17,600,False
Ola 1,2021-Q4,Cambiauto.mx,14,Consideracion,2.0,600,False
Ola 1,2021-Q4,Cambiauto.mx,14,Intencion_Compra_1a,0.67,600,False
Ola 1,2021-Q4,Cambiauto.mx,14,Intencion_Compra_Total,2.33,600,False
Ola 1,2021-Q4,Cambiauto.mx,14,Experiencia_Compra_Pasada,7.0,600,False
Ola 1,2021-Q4,Cambiauto.mx,14,Experiencia_Venta_Pasada,4.17,600,False
Ola 1,2021-Q4,Tipi Top,15,Top_of_Mind,0.0,600,False
Ola 1,2021-Q4,Tipi Top,15,Awareness_Espontanea,0.0,600,False
Ola 1,2021-Q4,Tipi Top,15,Awareness_Asistida,5.5,600,False
Ola 1,2021-Q4,Tipi Top,15,Consideracion,1.33,600,False
Ola 1,2021-Q4,Tipi Top,15,Intencion_Compra_1a,0.17,600,False
Ola 1,2021-Q4,Tipi Top,15,Intencion_Compra_Total,0.67,600,False
Ola 1,2021-Q4,Tipi Top,15,Experiencia_Compra_Pasada,2.0,600,False
Ola 1,2021-Q4,Tipi Top,15,Experiencia_Venta_Pasada,1.0,600,False
Ola 1,2021-Q4,soloautos.mx,16,Top_of_Mind,6.33,600,False
